month,year,pf_pre,pf_post,pf_total,token_count,nav,price_per_token,total_distribution,dist_per_token_monthly,dist_per_token_annual,avg_smp,avg_rec,avg_energy_MWh,curtailment,rollover_event
460,38.33,1,19,20,2209201.0,20487625813.0,9273.77,222867161.0,100.88,1210.58,155.79,109.06,105.74,0,0
461,38.42,1,19,20,2209201.0,20559510729.0,9306.31,225345926.0,102.0,1224.04,153.18,108.72,106.73,0,0
462,38.5,1,19,20,2209201.0,20472802128.0,9267.06,226211001.0,102.39,1228.74,150.52,108.65,107.1,0,0
463,38.58,0,19,19,2209201.0,20587424706.0,9318.95,228667336.0,103.51,1242.08,149.01,107.84,108.08,0,0
464,38.67,0,19,19,2209201.0,20441131299.0,9252.73,228272395.0,103.33,1239.94,146.54,108.01,107.97,0,0
465,38.75,0,19,19,2209201.0,20191164278.0,9139.58,227338198.0,102.91,1234.86,143.89,107.95,107.66,0,0
466,38.83,0,19,19,2209201.0,19799711179.0,8962.39,223742085.0,101.28,1215.33,143.39,108.26,106.34,0,0
467,38.92,0,19,19,2209201.0,19384873951.0,8774.61,221548775.0,100.28,1203.41,143.58,109.19,105.55,0,0
468,39.0,0,19,19,2347026.0,20769004081.0,8849.07,209245116.0,89.15,1069.84,142.06,110.5,105.15,0,1
469,39.08,1,18,19,2347026.0,20395119733.0,8689.77,206447276.0,87.96,1055.53,140.42,112.33,104.07,0,0
470,39.17,1,18,19,2347026.0,20296220628.0,8647.63,206454638.0,87.96,1055.57,139.39,113.19,104.11,0,0
471,39.25,1,18,19,2347026.0,20286685788.0,8643.57,207211293.0,88.29,1059.44,137.36,113.53,104.46,0,0
472,39.33,1,18,19,2347026.0,20423692339.0,8701.95,209785117.0,89.38,1072.6,135.2,112.49,105.54,0,0
473,39.42,1,18,19,2347026.0,20558912003.0,8759.56,211577759.0,90.15,1081.77,133.26,112.38,106.31,0,0
474,39.5,1,18,19,2347026.0,20466787864.0,8720.31,211921756.0,90.29,1083.52,132.4,114.55,106.49,0,0
475,39.58,1,18,19,2347026.0,20528271414.0,8746.5,214586830.0,91.43,1097.15,131.23,117.69,107.62,0,0
476,39.67,1,18,19,2347026.0,20387411490.0,8686.49,214307075.0,91.31,1095.72,128.91,120.65,107.55,0,0
477,39.75,1,18,19,2347026.0,20069353594.0,8550.97,212971615.0,90.74,1088.89,128.11,123.76,107.05,0,0
478,39.83,1,18,19,2347026.0,19692996868.0,8390.62,210365215.0,89.63,1075.57,125.44,126.83,106.04,0,0
479,39.92,1,18,19,2347026.0,19320142137.0,8231.75,207775160.0,88.53,1062.32,123.69,127.76,105.04,0,0
480,40.0,0,19,19,2493275.0,20697771062.0,8301.44,208608932.0,83.67,1004.02,122.16,128.24,104.92,0,1
